Week,Amplitude,Phase Angle,Baseline,R2,Adjusted R2,Residuals Sum,Range,Time,Time1,Time2
1.0,0.1166405664958994,1.0684982388575317,0.4683100588319553,0.9880428386038054,0.9862492643943762,0.0020146440343593,0.2332811329917988,3.9113058571807,13.0886941428193,13:05
2.0,0.1512826863577614,1.2223237311557265,0.4490514734315639,0.9691818541013816,0.964559132216589,0.0089851821504652,0.3025653727155228,4.474393869055145,12.525606130944857,12:31
3.0,0.1600452514435036,1.2302087535370965,0.443850706608673,0.9596221968773522,0.953565526408955,0.0133120258283499,0.3200905028870072,4.503257495688006,12.496742504311994,12:29
4.0,0.1604732901440249,1.2366325137493577,0.4372132073717438,0.9584448537661802,0.9522115818311072,0.0137947730554573,0.3209465802880498,4.52677207908143,12.473227920918571,12:28
5.0,0.1642669372669771,1.248119804939423,0.4403484973940761,0.9590386817264444,0.952894483985411,0.014247074735708,0.3285338745339542,4.568822040121033,12.431177959878967,12:25
6.0,0.1544097848950313,1.2145305857325923,0.4367177065171207,0.9617819241528148,0.9560492127757372,0.0116928080683995,0.3088195697900626,4.445866563879652,12.554133436120347,12:33
7.0,0.1545835550713771,1.1833416230052605,0.4238044920621779,0.9602421097804896,0.9542784262475632,0.0121908387093581,0.3091671101427542,4.331697379356486,12.668302620643514,12:40
8.0,0.1492008653599019,1.2358250009536809,0.4116476654922157,0.961368817061488,0.9555741396207114,0.0110515997326591,0.2984017307198038,4.523816127061465,12.476183872938536,12:28
9.0,0.1421339556378244,1.287416053809123,0.3907335774729283,0.9724099734125587,0.9682714694244424,0.0070980451810883,0.2842679112756488,4.712668461930419,12.28733153806958,12:17
10.0,0.1514973131228723,1.2220212881755437,0.4017906634213083,0.9601865524024196,0.9542145352627828,0.0117496432266297,0.3029946262457446,4.473286757263256,12.526713242736744,12:31
11.0,0.1395417177909325,1.167821376191983,0.4196044787122674,0.9604855766635708,0.9545584131631064,0.009861991996109,0.279083435581865,4.274884527394681,12.72511547260532,12:43
12.0,0.082188891811567,1.0695657645909429,0.4647729816820284,0.9807083721221072,0.9778146279404232,0.0016260452598518,0.164377783623134,3.915213603119754,13.084786396880244,13:05
13.0,0.0621475515918382,1.1070364336261134,0.4977094235468755,0.9831927815303696,0.9806716987599252,0.0008098950164848,0.1242951031836764,4.052377373671634,12.947622626328366,12:56
14.0,0.059267603867134,1.0963438296677086,0.5135597326631035,0.9843978936748022,0.9820575777260224,0.0006824614510365,0.118535207734268,4.01323641585804,12.98676358414196,12:59
15.0,0.0576052259308944,1.0764104772706076,0.5339731429166595,0.9864952693155232,0.9844695597128515,0.0005561441458684,0.1152104518617888,3.94026910983104,13.05973089016896,13:03
16.0,0.0614658564144428,1.0698862603255808,0.5469768934686404,0.9835326684446384,0.9810625687113342,0.0007740854182922,0.1229317128288856,3.9163867981691274,13.083613201830874,13:05
17.0,0.062354289063906,1.1201969334252024,0.5087829332261523,0.9863813093075164,0.984338505703644,0.0006590225515367,0.124708578127812,4.100552221393087,12.899447778606913,12:53
18.0,0.0660149110846724,1.065473823007696,0.4973720110000159,0.9878628626001702,0.9860422919901958,0.0006550334339477,0.1320298221693448,3.900234790333963,13.099765209666035,13:05
19.0,0.0717954022130591,1.0708780725591145,0.5050477871427149,0.9864411750004878,0.9844073512505608,0.0008670798620445,0.1435908044261182,3.920017390019602,13.079982609980398,13:04
20.0,0.0726662131740162,1.0825925149477498,0.494981928059629,0.9882234943693484,0.9864570185247508,0.0007706795153832,0.1453324263480324,3.9628988524890825,13.037101147510915,13:02
21.0,0.0763545812631509,1.0628439769277338,0.4838437347738915,0.9873844265962408,0.985492090585677,0.0009111182967634,0.1527091625263018,3.890608071260436,13.109391928739564,13:06
22.0,0.0804866477379404,1.0501815102330188,0.4688472457247807,0.9892677076352118,0.9876578637804936,0.0008588967948035,0.1609732954758808,3.8442563054378263,13.155743694562172,13:09
23.0,0.0812182041546708,1.1156605877275942,0.4696972685167929,0.9856080396000444,0.9834492455400512,0.0011821662066036,0.1624364083093416,4.083946639042082,12.916053360957918,12:54
24.0,0.0863745628914789,1.0756657560324363,0.4681606707180816,0.9872983737553244,0.985393129818623,0.0011749899526545,0.1727491257829578,3.9375430103065887,13.06245698969341,13:03
25.0,0.092767069587173,1.0660382965133857,0.4852891347744559,0.9879444067017752,0.9861360677070414,0.0012847534504016,0.185534139174346,3.9023010815534858,13.097698918446516,13:05
26.0,0.0901250622713651,1.0678613570211568,0.4851406080461656,0.988168520777646,0.9863937988942928,0.0011899471159733,0.1802501245427302,3.908974510654936,13.091025489345064,13:05
27.0,0.0875083560416011,1.020731904241971,0.4833467540231074,0.9872897312770637,0.9853831909686231,0.0012023833455714,0.1750167120832022,3.736454147029396,13.263545852970603,13:15
28.0,0.0868308466025786,1.070180045077938,0.4794301302019398,0.9871936435230914,0.985272690051555,0.0011969232309206,0.1736616932051572,3.917462215966608,13.082537784033391,13:04
29.0,0.0865917421756019,1.061692307730422,0.4758421023450946,0.9855424657029108,0.9833738355583472,0.0013453099583859,0.1731834843512038,3.886392312812582,13.113607687187418,13:06
30.0,0.0865752339514151,1.0540313246021633,0.4777053838914046,0.9866887781372352,0.9846920948578204,0.0012360971427014,0.1731504679028302,3.858348796135045,13.141651203864956,13:08
31.0,0.0841230089782198,1.0539920477043228,0.4676261251712383,0.987307063889296,0.9854031234726904,0.0011121562753107,0.1682460179564396,3.85820502054891,13.14179497945109,13:08
32.0,0.0887139841754236,1.0366988548298148,0.4758790656222861,0.986409034468,0.9843703896382,0.0013240139241536,0.1774279683508472,3.794902186609062,13.20509781339094,13:12
33.0,0.0916500090561168,1.042116807853094,0.4622720681904262,0.9848910229799944,0.9826246764269936,0.0015739406282909,0.1833000181122336,3.8147349487262368,13.185265051273763,13:11
34.0,0.0902903913038692,1.0902889231519954,0.4641472543639167,0.986445073858591,0.9844118349373796,0.0013726831489114,0.1805807826077384,3.991072044913533,13.008927955086468,13:00
35.0,0.0925390037950486,0.9950654069079878,0.4684701373114999,0.9799833322727372,0.9769808321136476,0.0021294396006383,0.1850780075900972,3.642500298810553,13.357499701189449,13:21
36.0,0.0907510460626729,1.0644283494722473,0.4618333838567435,0.983952047977203,0.9815448551737836,0.0016431551894755,0.1815020921253458,3.896407767870079,13.10359223212992,13:06
37.0,0.091534570242474,1.08479851166363,0.4679384510752332,0.984020990838022,0.9816241394637252,0.0016665765950609,0.183069140484948,3.9709740439699495,13.02902595603005,13:01
38.0,0.0956953821923757,1.0507236963343043,0.4591929255854247,0.9821516055854396,0.9794743464232554,0.0020339166753072,0.1913907643847514,3.8462410121940183,13.15375898780598,13:09
39.0,0.0933690849456866,1.0804784973649746,0.4605510440989629,0.981839531924542,0.9791154617132232,0.0019746067205039,0.1867381698913732,3.9551603564832,13.0448396435168,13:02
40.0,0.1007287742896831,1.1114518134087017,0.4609344954655859,0.9850468914377264,0.9828039251533854,0.0018898383232488,0.2014575485793662,4.0685401525862535,12.931459847413748,12:55
41.0,0.0974309712240161,1.1103650918260388,0.4620063077955488,0.9802770510285158,0.9773186086827932,0.0023433152851979,0.1948619424480322,4.064562139018408,12.935437860981592,12:56
42.0,0.0973034740961207,1.0772434920640226,0.4588750101916439,0.980602557509737,0.9776929411361976,0.0022930021759055,0.1946069481922414,3.943318413537975,13.056681586462023,13:03
43.0,0.0965341864825923,1.1159590309723366,0.4552769928265638,0.9803101547519536,0.9773566779647468,0.0022972334558601,0.1930683729651846,4.085039109547645,12.914960890452356,12:54
44.0,0.0959764323406459,1.068003963799055,0.4564966619176315,0.9811169706227304,0.97828451621614,0.0021692652406291,0.1919528646812918,3.909496531848217,13.090503468151784,13:05
45.0,0.1032345021529027,1.1429934945941047,0.4647702313903118,0.976147413564588,0.9725695255992762,0.0032014101159997,0.2064690043058054,4.184000485490221,12.81599951450978,12:48
46.0,0.0971043876619699,1.169122128476774,0.4658349325038077,0.9790781716791576,0.9759398974310312,0.0024807521575985,0.1942087753239398,4.27964601397952,12.72035398602048,12:43
47.0,0.0988273906829759,1.131345394984707,0.4658674514354956,0.9778140505453836,0.9744861581271912,0.0027223696652109,0.1976547813659518,4.141361874989585,12.858638125010415,12:51
48.0,0.0882934727729139,1.0286211056668624,0.4602956202416037,0.9887085794038803,0.9870148663144624,0.0010864510717632,0.1765869455458278,3.765333071317235,13.234666928682763,13:14
49.0,0.0940995076560028,1.1519599423007438,0.4573967121228916,0.9778558159439272,0.9745341883355164,0.0024663709194642,0.1881990153120056,4.216822738403413,12.783177261596588,12:46
50.0,0.0981019745131749,1.1279994433671314,0.4646798256057607,0.9782904470226303,0.9750340140760247,0.002623141511333,0.1962039490263498,4.129113805986065,12.870886194013934,12:52
51.0,0.0921529763129565,1.1155135874685655,0.4624527512702087,0.978821799897881,0.9756450698825632,0.0022550504887482,0.184305952625913,4.083408535231298,12.916591464768702,12:54
52.0,0.0855605917363487,0.9652736398694068,0.4635329648550293,0.9821708461637958,0.9794964730883652,0.0016143242961521,0.1711211834726974,3.533445638095009,13.466554361904992,13:27
53.0,0.0751293025463251,0.9818414637286637,0.4700112147983298,0.9689459955628098,0.9642878948972312,0.0022002085614498,0.1502586050926502,3.59409321255497,13.40590678744503,13:24
